Passo,ValorCentral,Tempo_false_32,Tempo_false_64,Tempo_false_128,Tempo_true_32,Tempo_true_64,Tempo_true_128,Tempo_close_32,Tempo_close_64,Tempo_close_128,Tempo_spread_32,Tempo_spread_64,Tempo_spread_128,Tempo_master_32,Tempo_master_64,Tempo_master_128
138,0.95459,0.000006,0.000010,0.013418,0.000006,0.000010,0.013433,0.000006,0.000010,0.013435,0.000006,0.000010,0.013577,0.000006,0.000010,0.013463
139,0.95402,0.000006,0.000010,0.013414,0.000006,0.000010,0.013446,0.000006,0.000010,0.013461,0.000006,0.000010,0.013584,0.000006,0.000010,0.013436
140,0.95344,0.000007,0.000010,0.013438,0.000006,0.000010,0.013420,0.000006,0.000010,0.013439,0.000006,0.000010,0.013563,0.000006,0.000013,0.013502
141,0.95285,0.000006,0.000010,0.013427,0.000006,0.000010,0.013431,0.000006,0.000010,0.013450,0.000006,0.000010,0.013567,0.000007,0.000010,0.013578
142,0.95227,0.000006,0.000009,0.013446,0.000006,0.000010,0.013440,0.000007,0.000009,0.013454,0.000006,0.000010,0.013544,0.000007,0.000010,0.013560
143,0.95168,0.000006,0.000010,0.013435,0.000006,0.000010,0.013424,0.000006,0.000010,0.013477,0.000006,0.000010,0.013560,0.000007,0.000010,0.013593
144,0.95109,0.000007,0.000010,0.013411,0.000007,0.000010,0.013410,0.000006,0.000010,0.013448,0.000006,0.000009,0.013588,0.000006,0.000011,0.013601
145,0.95050,0.000006,0.000010,0.013434,0.000006,0.000010,0.013429,0.000006,0.000010,0.013460,0.000007,0.000010,0.013585,0.000006,0.000010,0.013569
146,0.94991,0.000006,0.000010,0.013463,0.000006,0.000010,0.013461,0.000006,0.000009,0.013427,0.000007,0.000010,0.013647,0.000007,0.000009,0.013599
147,0.94931,0.000006,0.000010,0.013441,0.000006,0.000010,0.013401,0.000007,0.000010,0.013445,0.000006,0.000010,0.013571,0.000006,0.000010,0.013577
148,0.94871,0.000006,0.000009,0.013431,0.000006,0.000010,0.013415,0.000006,0.000010,0.013426,0.000007,0.000010,0.013559,0.000007,0.000010,0.013630
149,0.94811,0.000006,0.000010,0.013424,0.000006,0.000010,0.013429,0.000006,0.000010,0.013455,0.000007,0.000010,0.013552,0.000006,0.000010,0.013580
150,0.94751,0.000006,0.000010,0.013439,0.000007,0.000010,0.013447,0.000006,0.000010,0.013454,0.000006,0.000010,0.013573,0.000006,0.000010,0.013561
151,0.94690,0.000006,0.000010,0.013422,0.000006,0.000009,0.013402,0.000006,0.000009,0.013417,0.000007,0.000010,0.013506,0.000007,0.000010,0.013587
152,0.94630,0.000006,0.000010,0.013427,0.000006,0.000010,0.013416,0.000006,0.000009,0.013494,0.000006,0.000010,0.013464,0.000006,0.000010,0.013556
153,0.94569,0.000006,0.000010,0.013425,0.000006,0.000009,0.013463,0.000006,0.000010,0.013455,0.000007,0.000010,0.013423,0.000006,0.000010,0.013582
154,0.94507,0.000006,0.000010,0.013419,0.000006,0.000010,0.013403,0.000006,0.000010,0.013483,0.000006,0.000009,0.013554,0.000006,0.000010,0.013551
155,0.94446,0.000006,0.000010,0.013432,0.000006,0.000010,0.013435,0.000007,0.000010,0.013449,0.000006,0.000017,0.013614,0.000006,0.000010,0.013582
156,0.94384,0.000006,0.000010,0.013435,0.000007,0.000010,0.013424,0.000010,0.000010,0.013412,0.000006,0.000010,0.013570,0.000006,0.000010,0.013552
157,0.94322,0.000008,0.000009,0.013426,0.000006,0.000010,0.013473,0.000006,0.000010,0.013406,0.000006,0.000010,0.013569,0.000006,0.000010,0.013565
158,0.94260,0.000007,0.000010,0.013404,0.000006,0.000010,0.013458,0.000007,0.000010,0.013408,0.000006,0.000010,0.013600,0.000007,0.000010,0.013588
